create file
Number of training examples: 64
Number of validation examples: 12
Number of testing examples: 4
Unique tokens in source assembly vocabulary: 72 
Max input length : 583
Max output length : 235
Epoch: 0 | Time: 0m 2s | learning rate 0.003
Epoch: 38 | Time: 0m 0s | learning rate 0.098
  - (Training)   ppl:  23.17860, accuracy: 20.253 %, elapse: 0.013 min
  - (Validation) ppl:  20.22792, accuracy: 18.750 %, elapse: 0.013 min
Epoch: 39 | Time: 0m 0s | learning rate 0.100
  - (Training)   ppl:  15.95958, accuracy: 20.732 %, elapse: 0.013 min
  - (Validation) ppl:  12.46165, accuracy: 20.000 %, elapse: 0.013 min
Epoch: 40 | Time: 0m 0s | learning rate 0.103
  - (Training)   ppl:  25.43918, accuracy: 17.722 %, elapse: 0.013 min
  - (Validation) ppl:  16.72019, accuracy: 31.250 %, elapse: 0.013 min
Epoch: 41 | Time: 0m 0s | learning rate 0.105
  - (Training)   ppl:  23.95406, accuracy: 19.512 %, elapse: 0.013 min
  - (Validation) ppl:  9.94589, accuracy: 38.462 %, elapse: 0.013 min
Epoch: 42 | Time: 0m 0s | learning rate 0.107
  - (Training)   ppl:  24.10584, accuracy: 20.253 %, elapse: 0.013 min
  - (Validation) ppl:  22.56338, accuracy: 23.077 %, elapse: 0.013 min
Epoch: 43 | Time: 0m 0s | learning rate 0.110
  - (Training)   ppl:  14.63301, accuracy: 18.072 %, elapse: 0.012 min
  - (Validation) ppl:  10.35265, accuracy: 27.778 %, elapse: 0.012 min
Epoch: 44 | Time: 0m 0s | learning rate 0.112
  - (Training)   ppl:  20.40504, accuracy: 21.053 %, elapse: 0.013 min
  - (Validation) ppl:  13.14313, accuracy: 35.294 %, elapse: 0.013 min
Epoch: 45 | Time: 0m 0s | learning rate 0.115
  - (Training)   ppl:  17.53533, accuracy: 20.000 %, elapse: 0.013 min
  - (Validation) ppl:  11.67038, accuracy: 29.412 %, elapse: 0.013 min
Epoch: 46 | Time: 0m 0s | learning rate 0.117
  - (Training)   ppl:  16.08061, accuracy: 25.000 %, elapse: 0.012 min
  - (Validation) ppl:  23.37739, accuracy: 15.385 %, elapse: 0.012 min
Epoch: 47 | Time: 0m 0s | learning rate 0.120
  - (Training)   ppl:  22.39657, accuracy: 20.253 %, elapse: 0.013 min
  - (Validation) ppl:  20.62829, accuracy: 0.000 %, elapse: 0.013 min
Epoch: 48 | Time: 0m 0s | learning rate 0.122
  - (Training)   ppl:  16.15329, accuracy: 25.000 %, elapse: 0.013 min
  - (Validation) ppl:  29.60841, accuracy: 15.385 %, elapse: 0.013 min
Epoch: 49 | Time: 0m 0s | learning rate 0.125
  - (Training)   ppl:  20.02704, accuracy: 23.077 %, elapse: 0.013 min
  - (Validation) ppl:  12.42089, accuracy: 29.412 %, elapse: 0.013 min
Epoch: 50 | Time: 0m 0s | learning rate 0.128
  - (Training)   ppl:  15.82643, accuracy: 25.316 %, elapse: 0.013 min
  - (Validation) ppl:  18.33850, accuracy: 18.750 %, elapse: 0.013 min
Epoch: 51 | Time: 0m 0s | learning rate 0.130
  - (Training)   ppl:  21.45342, accuracy: 18.421 %, elapse: 0.013 min
  - (Validation) ppl:  9.73270, accuracy: 46.667 %, elapse: 0.013 min
Epoch: 52 | Time: 0m 0s | learning rate 0.133
  - (Training)   ppl:  22.26267, accuracy: 17.073 %, elapse: 0.013 min
  - (Validation) ppl:  21.16138, accuracy: 14.286 %, elapse: 0.013 min
Epoch: 53 | Time: 0m 0s | learning rate 0.135
  - (Training)   ppl:  19.43602, accuracy: 18.750 %, elapse: 0.013 min
  - (Validation) ppl:  12.69855, accuracy: 50.000 %, elapse: 0.013 min
